rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_score,ra,dec,koi_kepmag
6017,6612973,K05306.01,,FALSE POSITIVE,,293.804810,42.026001,12.119
6018,6615600,K05307.01,,FALSE POSITIVE,0.0000,294.511570,42.090149,15.933
6019,6634112,K05308.01,,FALSE POSITIVE,0.0000,298.642520,42.092831,14.099
6020,6635813,K05309.01,,FALSE POSITIVE,,298.982390,42.082619,14.941
6021,6675757,K05310.01,,CANDIDATE,0.9820,286.529420,42.167511,13.993
6022,6677415,K05311.01,,FALSE POSITIVE,,287.211240,42.107719,15.959
6023,2309910,K04937.01,,FALSE POSITIVE,0.0000,292.971590,37.657330,14.615
6024,2310993,K04938.01,,CANDIDATE,0.9970,293.220180,37.610699,15.551
6025,2437209,K04939.01,,FALSE POSITIVE,0.0000,290.209930,37.725979,16.353
6026,2437653,K04940.01,,FALSE POSITIVE,,290.241030,37.785221,15.160
6027,2452289,K04942.01,,FALSE POSITIVE,,293.413910,37.799492,12.291
6028,2555080,K04943.01,,FALSE POSITIVE,,286.094700,37.846722,13.297
6029,2569488,K04944.01,,FALSE POSITIVE,0.0000,290.178070,37.852039,14.161
6030,4459503,K05062.01,,FALSE POSITIVE,,290.141110,39.532299,14.340
6031,4464689,K05063.01,,FALSE POSITIVE,,291.686430,39.510571,12.928
6032,4469825,K05064.01,,FALSE POSITIVE,,293.119600,39.562302,12.724
6033,4471313,K05066.01,,FALSE POSITIVE,,293.511750,39.528271,15.792
6034,4478142,K05067.01,,CANDIDATE,0.8980,295.186800,39.575691,14.254
6035,4484179,K05068.01,,CANDIDATE,,296.422700,39.579391,13.086
6036,5623839,K05186.01,,FALSE POSITIVE,,292.984470,40.813019,13.462
6037,5650420,K05187.01,,FALSE POSITIVE,0.0000,299.190920,40.822639,12.387
6038,5650930,K05188.01,,FALSE POSITIVE,,299.283360,40.834389,12.376
6039,5653152,K05189.01,,FALSE POSITIVE,0.0000,299.708370,40.864239,15.705
6040,5653163,K05190.01,,FALSE POSITIVE,0.0000,299.710240,40.878040,10.630
6041,5685113,K05191.01,,FALSE POSITIVE,,283.924650,40.968391,14.617
6042,5697395,K05192.01,,CANDIDATE,,289.227290,40.949490,14.867
6043,5698524,K05193.01,,FALSE POSITIVE,,289.596160,40.927830,13.061
6044,6784887,K05328.01,,FALSE POSITIVE,0.0000,293.991090,42.260860,14.965
6045,6805414,K05329.01,,CANDIDATE,0.9990,298.644930,42.285831,15.392
6046,6864891,K05330.01,,FALSE POSITIVE,0.0000,292.360170,42.381840,15.943
6047,6875342,K05332.01,,CANDIDATE,0.8940,295.238250,42.322361,14.296
6048,6879183,K05333.01,,CANDIDATE,0.9800,296.106480,42.354279,15.529
6049,7891264,K07855.01,,FALSE POSITIVE,0.0060,291.875000,43.626709,15.743
6050,6880123,K05334.01,,FALSE POSITIVE,,296.308590,42.390179,13.683
6051,6891512,K05335.01,,FALSE POSITIVE,0.0000,298.798890,42.390888,11.388
6052,2570432,K04946.01,,FALSE POSITIVE,0.0610,290.280790,37.882172,17.159
6053,2574543,K04947.01,,FALSE POSITIVE,0.0000,291.187620,37.853500,13.250
6054,2578811,K04948.01,,FALSE POSITIVE,0.0000,292.083440,37.814678,11.989
6055,2582800,K04949.01,,FALSE POSITIVE,,292.952390,37.857128,13.503
6056,2707916,K04950.01,,FALSE POSITIVE,0.0000,290.237460,37.910721,16.341
6057,2708270,K04951.01,,FALSE POSITIVE,0.0000,290.314270,37.948009,13.982
6058,4540508,K05069.01,,FALSE POSITIVE,,283.989650,39.631908,15.840
6059,4565943,K05070.01,,FALSE POSITIVE,,292.911960,39.651348,9.725
6060,4566848,K05071.01,,CANDIDATE,0.9860,293.164760,39.631561,15.656
6061,4570555,K05072.01,,FALSE POSITIVE,0.0010,294.096310,39.647079,11.540
6062,4647949,K05074.01,,FALSE POSITIVE,,289.726040,39.716808,14.022
6063,4678873,K05075.01,,FALSE POSITIVE,0.0000,297.420070,39.773750,12.725
6064,4732015,K05076.01,,FALSE POSITIVE,0.0000,286.825200,39.802509,10.147
6065,5709014,K05194.01,,FALSE POSITIVE,,292.910920,40.954361,13.695
6066,5732636,K05195.01,,FALSE POSITIVE,,298.515010,40.903992,9.931
6067,5734702,K05196.01,,FALSE POSITIVE,0.0000,298.926670,40.970451,12.361
6068,5779606,K05197.01,,FALSE POSITIVE,,288.104550,41.079250,13.854
6069,5780194,K05198.01,,FALSE POSITIVE,,288.325990,41.027618,15.683
6070,5781991,K05199.01,,FALSE POSITIVE,,288.975400,41.082241,14.768
6071,5784803,K05200.01,,FALSE POSITIVE,,289.881070,41.069221,14.161
6072,5791713,K05201.01,,FALSE POSITIVE,,292.071500,41.099899,15.191
6073,6688318,K05313.01,,FALSE POSITIVE,,290.841950,42.183128,10.963
6074,6690523,K05314.01,,FALSE POSITIVE,,291.524900,42.169941,13.697
6075,6692742,K05315.01,,FALSE POSITIVE,,292.208500,42.158611,15.201
6076,6695801,K05316.01,,FALSE POSITIVE,0.0000,293.084900,42.150551,14.582
6077,6699562,K05317.01,,FALSE POSITIVE,0.0000,294.064700,42.112869,13.529
6078,6707260,K05318.01,,FALSE POSITIVE,,295.899990,42.132999,13.050
6079,6718474,K05319.01,,FALSE POSITIVE,,298.341090,42.114891,12.773
6080,2710101,K04952.01,,FALSE POSITIVE,,290.766390,37.916828,15.363
6081,2833632,K04954.01,,FALSE POSITIVE,,286.319150,38.086399,13.586
6082,2836076,K04955.01,,FALSE POSITIVE,,287.116490,38.003052,15.090
6083,2850321,K04956.01,,FALSE POSITIVE,0.0000,290.999820,38.000259,11.941
6084,2861126,K04957.01,,FALSE POSITIVE,,293.281100,38.082241,15.555
6085,2861298,K04958.01,,CANDIDATE,,293.318630,38.005466,12.362
6086,2987433,K04959.01,,FALSE POSITIVE,0.0000,290.938960,38.119572,13.858
6087,4732137,K05077.01,,FALSE POSITIVE,,286.883270,39.816689,12.768
6088,4736439,K05078.01,,FALSE POSITIVE,,288.619540,39.856960,13.562
6089,4737848,K05079.01,,CANDIDATE,,289.096190,39.827278,13.228
6090,4740375,K05080.01,,FALSE POSITIVE,,289.877110,39.836239,14.817
6091,4741777,K05081.01,,FALSE POSITIVE,,290.270600,39.851849,14.353
6092,4750962,K05083.01,,CANDIDATE,,293.055360,39.840069,13.809
6093,4760478,K05084.01,Kepler-1625 b,CONFIRMED,0.9880,295.429350,39.886539,15.756
6094,5793275,K05202.01,,CANDIDATE,,292.559510,41.090012,14.679
6095,5794687,K05203.01,,FALSE POSITIVE,,293.001010,41.024780,15.171
6096,5817712,K05204.01,,FALSE POSITIVE,0.0000,298.503420,41.080181,15.454
6097,5857656,K05205.01,,CANDIDATE,,284.660220,41.108940,12.842
6098,5858519,K05206.01,,FALSE POSITIVE,0.0000,285.103420,41.112469,14.740
6099,5859725,K05207.01,,CANDIDATE,0.9730,285.689120,41.189610,13.048
6100,5905728,K05209.01,,FALSE POSITIVE,0.0000,299.141110,41.185001,11.237
6101,6719052,K05320.01,,FALSE POSITIVE,,298.453220,42.110100,13.723
6102,6721603,K05321.01,,CANDIDATE,0.6330,298.956540,42.156315,13.793
6103,6756369,K05322.01,,CANDIDATE,,283.972930,42.276588,13.907
6104,6765563,K05324.01,,CANDIDATE,,287.906860,42.208721,13.705
6105,6766583,K05325.01,,FALSE POSITIVE,,288.302150,42.237282,15.705
6106,6767337,K05326.01,,FALSE POSITIVE,,288.577580,42.296021,12.588
6107,6776555,K05327.01,,CANDIDATE,1.0000,291.556670,42.214169,15.808
6108,2992634,K04960.01,,CANDIDATE,,292.078030,38.153831,14.395
6109,3001955,K04961.01,,CANDIDATE,,294.084500,38.156319,15.325
6110,3003673,K04962.01,,FALSE POSITIVE,,294.420560,38.190529,14.245
6111,3101178,K04963.01,,CANDIDATE,0.8580,287.046880,38.231617,11.679
6112,3117115,K04964.01,,FALSE POSITIVE,,291.582340,38.299660,15.645
6113,3120397,K04965.01,,FALSE POSITIVE,0.0000,292.308010,38.290600,15.673
6114,3239171,K04967.01,,CANDIDATE,0.6090,292.470340,38.394341,15.630
6115,4761427,K05085.01,,CANDIDATE,,295.625790,39.824638,15.941
6116,4769799,K05086.01,,FALSE POSITIVE,0.0000,297.317410,39.877972,10.946
6117,4770798,K05087.01,,CANDIDATE,,297.509190,39.888020,12.524
6118,4814168,K05089.01,,FALSE POSITIVE,,283.862400,39.945400,11.577
6119,4815612,K05090.01,,FALSE POSITIVE,0.0000,284.521180,39.950661,15.175
6120,4819158,K05091.01,,FALSE POSITIVE,,286.187810,39.993919,15.876
6121,4833409,K05092.01,,CANDIDATE,,291.108250,39.955681,13.887
6122,5942112,K05210.01,,FALSE POSITIVE,,284.883820,41.248539,15.184
6123,5946568,K05211.01,,CANDIDATE,0.9920,287.008360,41.289101,12.936
6124,5949765,K05212.01,,FALSE POSITIVE,,288.374910,41.274570,12.254
6125,5954894,K05213.01,,FALSE POSITIVE,,290.049500,41.250359,12.429
6126,5956038,K05214.01,,FALSE POSITIVE,,290.406280,41.221840,13.930
6127,5963591,K05215.01,,FALSE POSITIVE,0.0000,292.888550,41.223728,13.986
6128,5965629,K05216.01,,CANDIDATE,,293.463650,41.290939,15.495
6129,6934045,K05336.01,,CANDIDATE,0.5020,286.797550,42.420910,13.491
6130,6939913,K05337.01,,FALSE POSITIVE,,289.045720,42.446758,15.070
6131,6947062,K05338.01,,FALSE POSITIVE,,291.322910,42.422070,15.680
6132,6952570,K05340.01,,FALSE POSITIVE,,293.060000,42.402779,15.158
6133,7009548,K05341.01,,CANDIDATE,0.9290,282.291320,42.545509,12.493
6134,7011044,K05342.01,,FALSE POSITIVE,,282.993410,42.547058,15.292
6135,7013635,K05343.01,,FALSE POSITIVE,,284.185270,42.563271,11.098
6136,3240049,K04968.01,,FALSE POSITIVE,0.0000,292.683990,38.365730,11.557
6137,3242039,K04969.01,,FALSE POSITIVE,,293.203490,38.341801,13.815
6138,3245638,K04970.01,,FALSE POSITIVE,,294.043640,38.364540,13.122
6139,3329985,K04971.01,,FALSE POSITIVE,,287.887850,38.492550,15.913
6140,3340165,K04972.01,,CANDIDATE,0.8700,290.924100,38.438339,13.980
6141,3341982,K04974.01,,FALSE POSITIVE,,291.398560,38.446381,15.773
6142,3355104,K04975.01,,FALSE POSITIVE,0.0000,294.631040,38.404549,15.706
6143,4840327,K05093.01,,FALSE POSITIVE,0.0000,293.139070,39.925739,12.688
6144,4843751,K05094.01,,FALSE POSITIVE,,294.062290,39.902229,15.503
6145,4856592,K05095.01,,FALSE POSITIVE,,296.935360,39.924927,11.372
6146,4863260,K05096.01,,FALSE POSITIVE,0.0000,298.348210,39.976280,13.114
6147,4902673,K05097.01,,FALSE POSITIVE,,283.897190,40.071369,14.576
6148,4912650,K05098.01,,CANDIDATE,0.9230,288.341740,40.096390,14.855
6149,4914221,K05099.01,,CANDIDATE,,288.930600,40.057339,12.709
6150,4914399,K05100.01,,FALSE POSITIVE,0.0000,288.977660,40.010529,14.462
6151,5967194,K05217.01,,FALSE POSITIVE,,293.916470,41.241970,12.519
6152,5980354,K05218.01,,FALSE POSITIVE,0.0000,297.104310,41.219921,9.616
6153,5986270,K05220.01,,CANDIDATE,1.0000,298.380430,41.296391,12.224
6154,5989391,K05221.01,,FALSE POSITIVE,,299.043150,41.233978,10.877
6155,6021840,K05222.01,,FALSE POSITIVE,,283.515590,41.335819,15.343
6156,6023571,K05223.01,,CANDIDATE,,284.348600,41.319389,13.682
6157,6025174,K05224.01,,CANDIDATE,0.8310,285.175630,41.342499,14.892
6158,3356156,K04976.01,,CANDIDATE,,294.864140,38.480183,13.620
6159,3425363,K04977.01,,CANDIDATE,,285.529300,38.548141,15.573
6160,3428127,K04978.01,,CANDIDATE,,286.590760,38.558300,15.278
6161,3428359,K04979.01,,FALSE POSITIVE,,286.682530,38.548820,13.528
6162,3439031,K04980.01,,FALSE POSITIVE,0.0000,290.132690,38.513680,11.287
6163,3441795,K04981.01,,FALSE POSITIVE,,290.948460,38.565910,15.466
6164,3449540,K04982.01,,FALSE POSITIVE,0.0000,292.936950,38.593071,14.194
6165,3449870,K04983.01,,FALSE POSITIVE,,293.007600,38.503670,13.213
6166,4915582,K05101.01,,CANDIDATE,,289.355590,40.068352,13.026
6167,4917658,K05103.01,,FALSE POSITIVE,,289.953060,40.011101,15.580
6168,4927738,K05105.01,,FALSE POSITIVE,,292.918520,40.052898,12.091
6169,4937140,K05106.01,,FALSE POSITIVE,,295.338590,40.007870,14.088
6170,4940376,K05107.01,,CANDIDATE,,296.018520,40.087151,13.743
6171,4945035,K05108.01,,FALSE POSITIVE,0.0000,296.990660,40.075298,14.009
6172,6033602,K05225.01,,FALSE POSITIVE,,288.907350,41.355820,15.252
6173,6034379,K05226.01,,FALSE POSITIVE,,289.183720,41.343376,13.931
6174,6034834,K05227.01,,FALSE POSITIVE,,289.345150,41.364780,14.058
6175,6036286,K05228.01,,CANDIDATE,,289.815670,41.396439,15.347
6176,6038152,K05229.01,,FALSE POSITIVE,,290.398620,41.351559,14.425
6177,6043490,K05230.01,,CANDIDATE,,292.165440,41.329342,13.381
6178,6045404,K05231.01,,CANDIDATE,,292.740230,41.378960,15.819
6179,6047853,K05232.01,,FALSE POSITIVE,,293.486050,41.320229,13.710
6180,3532510,K04985.01,,FALSE POSITIVE,,287.723790,38.624229,12.598
6181,3540873,K04986.01,,CANDIDATE,,290.354800,38.672531,14.795
6182,3542117,K04987.01,,CANDIDATE,1.0000,290.720610,38.697578,14.940
6183,3542928,K04988.01,,CANDIDATE,,290.961460,38.673439,13.881
6184,3545749,K04989.01,,FALSE POSITIVE,,291.726200,38.686600,15.058
6185,3546821,K04990.01,,FALSE POSITIVE,,292.007420,38.617329,12.602
6186,4946581,K05109.01,,FALSE POSITIVE,0.0000,297.360080,40.031841,14.091
6187,4953262,K05110.01,,FALSE POSITIVE,0.2330,298.760410,40.052792,11.653
6188,4996558,K05111.01,,FALSE POSITIVE,0.0000,286.916320,40.166668,13.871
6189,5006817,K05112.01,,FALSE POSITIVE,0.0000,290.455960,40.145741,10.866
6190,5008775,K05113.01,,FALSE POSITIVE,,291.108400,40.182991,15.101
6191,5015027,K05114.01,,FALSE POSITIVE,,292.943480,40.117939,12.157
6192,5024476,K05116.01,,FALSE POSITIVE,,295.324010,40.154400,12.552
6193,6058896,K05233.01,,FALSE POSITIVE,0.0000,296.373660,41.391830,14.784
6194,6062298,K05234.01,,FALSE POSITIVE,,297.138920,41.300774,13.671
6195,6065010,K05235.01,,FALSE POSITIVE,,297.767240,41.366531,12.885
6196,6067545,K05236.01,,FALSE POSITIVE,0.0000,298.397980,41.314892,13.093
6197,6115356,K05237.01,,CANDIDATE,,289.200160,41.430752,15.326
6198,6116605,K05238.01,,FALSE POSITIVE,,289.621950,41.456196,11.000
6199,6118840,K05239.01,,FALSE POSITIVE,,290.296880,41.483501,15.458
6200,6129632,K05240.01,,FALSE POSITIVE,,293.699160,41.402222,11.454
6201,3553900,K04992.01,,CANDIDATE,0.9690,293.774480,38.654381,15.133
6202,3554819,K04993.01,,FALSE POSITIVE,,293.998440,38.617439,12.654
6203,3555178,K04994.01,,FALSE POSITIVE,,294.081910,38.630859,12.143
6204,3632330,K04995.01,,FALSE POSITIVE,,287.328920,38.707802,15.008
6205,3641216,K04996.01,,FALSE POSITIVE,,290.190860,38.779530,13.044
6206,3644399,K04997.01,,FALSE POSITIVE,0.0000,291.129090,38.740528,15.493
6207,3644649,K04998.01,,FALSE POSITIVE,,291.199710,38.711330,14.415
6208,5027859,K05117.01,,CANDIDATE,0.9840,296.018830,40.108009,15.986
6209,5032842,K05118.01,,FALSE POSITIVE,,297.038910,40.116482,14.628
6210,5036052,K05119.01,,CANDIDATE,,297.788330,40.130909,12.644
6211,5037742,K05120.01,,FALSE POSITIVE,,298.097600,40.140690,15.433
6212,5039053,K05121.01,,FALSE POSITIVE,0.0000,298.328860,40.147171,12.616
6213,5080565,K05122.01,,FALSE POSITIVE,,284.972170,40.208111,16.609
6214,5091808,K05123.01,,FALSE POSITIVE,,289.537380,40.213310,14.242
6215,6139220,K05241.01,,FALSE POSITIVE,0.0000,296.180300,41.413071,15.233
6216,6143819,K05242.01,,FALSE POSITIVE,,297.173830,41.471107,13.855
6217,6145939,K05243.01,,FALSE POSITIVE,0.0000,297.676510,41.428589,12.366
6218,6149980,K05244.01,,FALSE POSITIVE,,298.606990,41.446011,13.911
6219,6184894,K05245.01,Kepler-1627 b,CONFIRMED,1.0000,284.056670,41.576729,13.028
6220,6195792,K05246.01,,FALSE POSITIVE,,288.854430,41.574451,15.846
6221,6197658,K05247.01,,CANDIDATE,,289.525700,41.500488,14.810
6222,6198670,K05248.01,,CANDIDATE,,289.827090,41.524811,15.142
6223,3646515,K05000.01,,FALSE POSITIVE,,291.676030,38.794910,15.368
6224,3647097,K05001.01,,FALSE POSITIVE,,291.824710,38.779911,14.647
6225,3748239,K05003.01,,FALSE POSITIVE,,291.787050,38.863152,13.446
6226,3751118,K05004.01,,CANDIDATE,,292.557800,38.850300,14.505
6227,3755522,K05005.01,,FALSE POSITIVE,0.0000,293.653780,38.833900,12.289
6228,5094412,K05124.01,,FALSE POSITIVE,0.0000,290.298400,40.287842,15.772
6229,5105886,K05125.01,,FALSE POSITIVE,,293.666410,40.203629,13.443
6230,5113146,K05127.01,,FALSE POSITIVE,0.0000,295.406980,40.242409,15.115
6231,5130563,K05128.01,,FALSE POSITIVE,0.0000,299.186860,40.205929,13.806
6232,5131276,K05129.01,,CANDIDATE,0.9280,299.321560,40.265339,11.598
6233,5166811,K05130.01,,FALSE POSITIVE,,284.465850,40.314941,15.612
6234,5174677,K05131.01,,FALSE POSITIVE,0.0000,287.963750,40.310322,15.223
6235,6203955,K05249.01,,CANDIDATE,0.9540,291.505890,41.550388,14.518
6236,6205405,K05251.01,,FALSE POSITIVE,0.0000,291.966830,41.549751,14.541
6237,6206470,K05252.01,,FALSE POSITIVE,0.0000,292.314760,41.582321,13.730
6238,6263468,K05253.01,,FALSE POSITIVE,,282.928620,41.606091,15.050
6239,6266866,K05254.01,,CANDIDATE,,284.591640,41.639271,10.926
6240,6277594,K05255.01,,FALSE POSITIVE,0.0000,289.393160,41.696701,13.164
6241,9002278,K00701.04,Kepler-62 f,CONFIRMED,0.0000,283.212740,45.349861,13.725
6242,6026438,K02045.03,Kepler-354 c,CONFIRMED,0.9920,285.751460,41.335640,15.549
6243,3229150,K02150.02,,CANDIDATE,0.9970,289.842860,38.309601,15.253
6244,11360805,K02422.02,,CANDIDATE,0.8520,296.550050,49.102322,14.803
6245,3757521,K05006.01,,FALSE POSITIVE,,294.123690,38.815830,12.500
6246,3758499,K05007.01,,CANDIDATE,0.9750,294.367340,38.846889,13.698
6247,3763724,K05008.01,,FALSE POSITIVE,,295.558170,38.846802,15.166
6248,3834728,K05009.01,,FALSE POSITIVE,,286.232330,38.991749,15.155
6249,3836509,K05011.01,,FALSE POSITIVE,0.0000,286.971800,38.936481,13.561
6250,3836522,K05012.01,,FALSE POSITIVE,0.0000,286.977450,38.913261,14.844
6251,3846515,K05013.01,,FALSE POSITIVE,0.1360,290.330260,38.917721,12.807
6252,5179609,K05132.01,,CANDIDATE,0.9460,289.611390,40.335838,12.776
6253,5181086,K05133.01,,FALSE POSITIVE,,290.040500,40.337379,14.205
6254,5181299,K05134.01,,FALSE POSITIVE,,290.099910,40.386581,13.815
6255,5184144,K05135.01,,CANDIDATE,,290.934360,40.358158,15.578
6256,5192660,K05136.01,,FALSE POSITIVE,,293.449220,40.326302,12.372
6257,5193813,K05137.01,,FALSE POSITIVE,,293.778500,40.309200,13.476
6258,5199426,K05138.01,,FALSE POSITIVE,0.0000,295.180880,40.339882,14.080
6259,5211631,K05139.01,,FALSE POSITIVE,,297.740510,40.347881,11.733
6260,6285906,K05257.01,,FALSE POSITIVE,,292.088680,41.602459,15.232
6261,6287131,K05258.01,,FALSE POSITIVE,,292.481410,41.634289,15.494
6262,6289897,K05260.01,,FALSE POSITIVE,0.0000,293.373960,41.624859,13.357
6263,6290467,K05261.01,,FALSE POSITIVE,,293.544220,41.652641,15.080
6264,6309307,K05262.01,,FALSE POSITIVE,,298.196960,41.650452,12.356
6265,6342980,K05263.01,,FALSE POSITIVE,,283.164460,41.778519,13.831
6266,8753896,K02473.03,Kepler-389 c,CONFIRMED,0.9400,291.959990,44.900021,15.770
6267,4150611,K03156.02,,FALSE POSITIVE,0.0000,289.742490,39.267059,7.899
6268,4150611,K03156.03,,FALSE POSITIVE,0.0000,289.742490,39.267059,7.899
6269,4909707,K03175.01,,FALSE POSITIVE,0.0000,287.206850,40.003002,10.691
6270,7919516,K07857.01,,FALSE POSITIVE,0.0000,299.904270,43.694950,13.022
6271,4948730,K03272.01,,FALSE POSITIVE,0.0000,297.825440,40.087990,14.802
6272,3848665,K05014.01,,FALSE POSITIVE,0.0000,290.976590,38.996101,14.960
6273,3848919,K05015.01,,FALSE POSITIVE,0.0000,291.056340,38.974411,13.901
6274,3848948,K05016.01,,CANDIDATE,0.7910,291.064270,38.970661,10.061
6275,3852865,K05017.01,,FALSE POSITIVE,,292.135190,38.926491,13.465
6276,3854101,K05018.01,,FALSE POSITIVE,0.0000,292.464900,38.907421,15.184
6277,3858926,K05019.01,,FALSE POSITIVE,,293.705660,38.955280,13.357
6278,3859890,K05020.01,,FALSE POSITIVE,0.0010,293.933870,38.944839,13.864
6279,3863877,K05021.01,,CANDIDATE,,294.903230,38.956470,15.212
6280,5213005,K05140.01,,FALSE POSITIVE,,298.038790,40.324478,13.999
6281,5213811,K05141.01,,FALSE POSITIVE,,298.200960,40.392319,12.369
6282,5255259,K05142.01,,CANDIDATE,,284.546910,40.468529,15.805
6283,5260419,K05143.01,,FALSE POSITIVE,,286.895320,40.460110,15.986
6284,5262539,K05144.01,,FALSE POSITIVE,,287.771820,40.448051,14.427
6285,5263802,K05145.01,,FALSE POSITIVE,0.0000,288.270940,40.400421,11.494
6286,5265982,K05146.01,,FALSE POSITIVE,,289.025360,40.422009,12.275
6287,5271637,K05147.01,,FALSE POSITIVE,,290.743870,40.479488,11.985
6288,6346894,K05264.01,,FALSE POSITIVE,,285.141720,41.711552,12.358
6289,6347434,K05265.01,,FALSE POSITIVE,,285.411500,41.715858,15.973
6290,6347890,K05266.01,,FALSE POSITIVE,,285.620760,41.738060,15.294
6291,6350031,K05267.01,,FALSE POSITIVE,0.0590,286.652860,41.756142,14.326
6292,6359881,K05268.01,,FALSE POSITIVE,,290.382230,41.757408,15.322
6293,6359929,K05269.01,,CANDIDATE,,290.397950,41.750790,15.392
6294,6363560,K05270.01,,FALSE POSITIVE,,291.653500,41.741772,13.532
6295,6364064,K05271.01,,FALSE POSITIVE,0.0000,291.826290,41.717300,15.196
6296,11177676,K03281.01,Kepler-1454 b,CONFIRMED,0.9580,284.223330,48.831772,14.904
6297,4936990,K03290.01,,FALSE POSITIVE,0.0000,295.302090,40.069801,15.295
6298,7130418,K03317.01,,FALSE POSITIVE,0.0010,295.367520,42.656780,15.598
6299,12208887,K03333.01,,FALSE POSITIVE,0.0000,291.702510,50.863491,15.929
6300,10711551,K03359.01,,FALSE POSITIVE,0.0000,282.383270,48.042782,15.507
6301,11081512,K03364.01,,FALSE POSITIVE,0.1340,290.462070,48.699551,15.281
6302,3865815,K05022.01,,FALSE POSITIVE,,295.351320,38.927040,12.501
6303,3867593,K05023.01,,FALSE POSITIVE,0.0000,295.697510,38.902000,13.559
6304,3941219,K05024.01,,FALSE POSITIVE,,287.405940,39.020889,10.826
6305,3953106,K05025.01,,FALSE POSITIVE,0.0000,291.179750,39.099651,14.035
6306,3953212,K05026.01,,FALSE POSITIVE,,291.211670,39.093189,13.469
6307,3955444,K05027.01,,CANDIDATE,,291.824460,39.006180,13.172
6308,3965326,K05029.01,,FALSE POSITIVE,,294.339810,39.073330,12.045
6309,9265521,K05646.01,,FALSE POSITIVE,,283.899600,45.724232,13.262
6310,9268456,K05647.01,,FALSE POSITIVE,0.1750,285.504180,45.713482,15.359
6311,9271739,K05648.01,,FALSE POSITIVE,,287.446200,45.794739,15.843
6312,9274092,K05649.01,,CANDIDATE,,288.789860,45.727459,15.218
6313,9282853,K05651.01,,CANDIDATE,0.6430,292.642580,45.732342,15.726
6314,9292100,K05652.01,,CANDIDATE,,296.056670,45.769760,14.969
6315,9300066,K05653.01,,CANDIDATE,,298.386200,45.764229,15.545
6316,10186761,K05772.01,,CANDIDATE,,281.320470,47.214809,13.825
6317,10189542,K05773.01,,FALSE POSITIVE,0.0000,283.021390,47.259651,14.346
6318,10191056,K05774.01,,FALSE POSITIVE,0.0000,283.866300,47.228271,10.811
6319,10191449,K05775.01,,FALSE POSITIVE,,284.092500,47.251381,15.502
6320,10201891,K05777.01,,FALSE POSITIVE,,289.418610,47.291889,14.866
6321,10208477,K05778.01,,FALSE POSITIVE,,292.125490,47.221966,12.055
6322,10222603,K05779.01,,FALSE POSITIVE,,297.097020,47.223492,13.725
6323,7581535,K05400.01,,FALSE POSITIVE,,280.352170,43.293671,15.520
6324,7592339,K05401.01,,FALSE POSITIVE,,286.037110,43.204010,13.119
6325,7598326,K05402.01,,FALSE POSITIVE,,288.633060,43.205311,15.016
6326,7599004,K05403.01,,FALSE POSITIVE,0.0000,288.910370,43.218460,14.777
